Specified Values,Specified Attribute Names,eventStatus,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
0,N65,"0.9024999999999999,42.26335021829383",1.0,0.8487187847625006,1,311.06950318431046,49983,49202,0.01,0.0009758332163452071,1152,1499,True
"0, 0, 0, 0, 0, 0","N5, N21, N37, N95, M0P5, M0P6","71.19772643100195,87.1675",1.0,0.834765741673522,1,385.4242930999641,49944,49213,0.06,0.0011632135152022933,45,82,True
"0, 0","N61, N65","0,49.791586585632324",1.0,0.8085632002862108,1,323.3352817751737,49983,49219,0.02,0.0009758283959674438,1100,1355,True
"0, 0","N16, N17","-13.299518863992786,25.902822694684037",1.0,0.8773731673207305,1,322.8513704758147,49951,49235,0.02,0.0009743679479011162,554,834,True
"0, 0, 0","N90, M0P5, M0P6","63.95139104944798,87.1675",0.9891205898676929,0.7750145619791731,1,360.39743493016715,49998,49273,0.03,0.0010876822625352273,81,144,True
"0, 0, 0","N7, M0P5, M0P6","63.95139104944798,87.1675",1.0,0.8043612509209955,1,372.6380169564932,49998,49273,0.03,0.0011246244343232205,81,137,True
"0, 0","N54, N62","-7.63951760069841,35.41681385414907",1.0,0.8652026394468342,1,301.0187155063507,49983,49280,0.02,0.0009379165220853592,1016,1405,True
"1, 0, 0, 2, 0, 0","N3, N19, N61, N68, N70, M0P6","82.85047247875899,109.10946613932475",1.0,0.9527575029017656,1,308.13334372311647,49700,49297,0.06,0.0009299488286542472,4,7,True
"1, 2, 0, 2, 1","N9, N10, N84, M0P5, M0P6","81.90180536330581,86.47639189065158",1.0,0.9999323621477088,1,367.0405932044434,49310,49310,0.05,0.0011077313658912056,1,2,True
"0, 0, 0, 0, 2, 1","N7, N11, N62, N84, M0P5, M0P6","76.28394985363818,86.47639189065158",1.0,0.888875245577178,1,349.8256840279872,49799,49310,0.06,0.0010557766360635241,15,28,True
"1, 1, 1, 0, 2, 2","N9, N20, N22, N89, M0P5, M0P6","79.07,87.1675",1.0,0.9991450299236071,1,344.187845969139,49316,49316,0.06,0.0010387615969391657,1,1,True
1,N27,"0.9024999999999999,26.73376717396568",1.0,0.9137558828251912,1,321.6438036664118,49934,49333,0.01,0.0009707235018753884,108,158,True
"0, 0, 0","N90, M0P5, M0P6","71.19772643100195,87.1675",0.9825310673509633,0.7611777582690283,1,360.39743493016715,49998,49336,0.03,0.0010876822625352273,68,139,True
"0, 0","N62, N65","0.623170115871641,42.26335021829383",1.0,0.8467687146623429,1,311.0668127791477,49983,49348,0.02,0.0009758230667655663,1001,1313,True
"1, 0, 0","N72, M0P5, M0P6","71.19772643100195,87.1675",1.0,0.813883043208306,2,373.64276772323115,49998,49355,0.03,0.0022553135599085268,35,67,True
"0, 0","N4, N65","0,42.88652033416547",1.0,0.8401604615483507,1,311.06950318314404,49983,49367,0.02,0.0009758332163408067,1008,1322,True
0,N56,"-7.871292300709113,42.88652033416547",1.0,0.8024336929981102,1,303.77713604590997,49967,49387,0.01,0.0009483226903967154,518,702,True
"0, 0, 1, 0","N36, N61, N69, N87","0.623170115871641,31.479057435165068",1.0,0.8669260681560493,1,304.67461074174633,49983,49387,0.04,0.0009195103456072998,211,307,True
0,N65,"0,33.85408264000908",1.0,0.8743212786496161,1,311.06950318431046,49983,49399,0.01,0.0009758332163452071,941,1315,True
"0, 0","N54, N65","0.623170115871641,42.26335021829383",1.0,0.8514357439835437,1,310.3847745854295,49983,49428,0.02,0.0009732500710468863,932,1232,True
"1, 0, 1, 0","N10, N52, N61, N94","82.55141286242167,92.28039250088415",0.32401270041999286,0.6752291428426742,1,262.69103963140583,49750,49437,0.04,0.0007928036013613201,3,6,True
1,M0P5,"-9.410708348576055,63.1175",1.0,0.7997858859021684,3,281.86957402750835,49983,49444,0.01,0.002597028598888307,592,646,True
"1, 1, 0, 2","N20, N22, N47, M0P5","79.07,87.1675",1.0,0.9414859180816232,2,342.8823566112845,49945,49470,0.04,0.0020696432398007334,9,16,True
"1, 0","N29, N45","0,54.56302898634644",0.9757103616494763,0.7466856766668012,1,277.05875986701324,49926,49471,0.02,0.0008361654928142012,367,444,True
"0, 0","N5, N95","0,49.791586585632324",1.0,0.7989029654758817,1,301.9169381853925,49983,49473,0.02,0.0009413050758773346,792,994,True
"1, 0, 1, 2, 1","N9, N11, N21, M0P5, M0P6","81.90180536330581,86.47639189065158",1.0,0.8888113787502779,1,345.9639842245232,49804,49497,0.05,0.0010441219960123887,5,11,True
"2, 2, 0","N17, N64, N97","47.3275,62.6725",1.0,1.00000000000145,1,348.3279803574188,49505,49505,0.03,0.0010512565547335145,1,1,True
"2, 0, 0","N17, N67, N97","47.3275,62.6725",0.16073645016699553,0.25646689054325655,1,349.77019260351904,49505,49505,0.03,0.001055609162512752,3,13,True
"0, 0","N2, N65","-9.410708348576055,36.5625",1.0,0.8990308113340261,2,306.7696318337704,49983,49519,0.02,0.0018516662711248633,664,881,True
"0, 1, 0, 0","N7, N52, M0P5, M0P6","71.19772643100195,87.1675",1.0,0.8510221297582569,1,370.0885115145448,49998,49522,0.04,0.0011169300070640986,30,53,True
"0, 0, 0, 0, 0","N0, N83, N95, M0P5, M0P6","71.19772643100195,87.1675",1.0,0.8074193926235068,1,387.11809328144477,49777,49522,0.05,0.0011683254173278802,26,53,True
"1, 0, 0, 0","N6, N25, N95, M0P5","71.19772643100195,87.1675",0.14005947070137478,0.334583784824824,1,303.99828960226915,49924,49546,0.04,0.0009174692031465343,14,73,True
0,N56,"0,63.1175",0.8348546956557712,0.374566063157636,1,303.77713604590997,49981,49547,0.01,0.0009483226903967154,493,613,True
"1, 2, 1","N0, N14, N36","81.90180536330581,87.1675",0.22335667922273691,0.4709577458822957,1,326.1208969732131,49552,49552,0.03,0.000984235404307398,1,7,True
"1, 1, 2","N0, N12, N14","81.90180536330581,87.1675",0.12500618030670138,0.22656453074872596,1,317.8008969732131,49552,49552,0.03,0.0009591255795772454,1,10,True
0,N4,"0,48.725145513595585",0.9982640607769869,0.7939630045567937,1,301.74571398063347,49983,49553,0.01,0.0009406591308997114,953,1228,True
"0, 2","N28, M0P5","70.8325,89.0775",0.6209640506005482,0.4307369054984148,1,314.7829090184201,49988,49567,0.02,0.0009500172684495334,46,153,True
"0, 0","N45, N61","0,36.5625",1.0,0.8641239624509274,1,292.16957107458944,49951,49568,0.02,0.0008817700386017811,613,842,True
"0, 0","N16, N90","5.372162779098481,12.891142314887146",0.3877955689355252,0.15568557280673298,1,331.02501250190085,49934,49588,0.02,0.0009990360631273222,97,903,True
"0, 0","M0P5, M0P6","72.20602320331095,87.1675",0.9613992705907246,0.715670736556316,1,358.5463923115382,49998,49596,0.02,0.0010820958015109708,60,140,True
"0, 0, 0, 0, 0, 2, 1","N7, N11, N31, N62, N84, M0P5, M0P6","76.28394985363818,86.47639189065158",1.0,0.926434980863666,1,350.8551312937301,49799,49601,0.07,0.0010588835159207042,6,12,True
"0, 0, 0, 0, 0","N0, N22, N42, M0P5, M0P6","63.95139104944798,87.1675",0.6695188805817445,0.7888421526798273,1,363.2671481604318,49971,49616,0.05,0.0010963430793907256,15,28,True
"0, 0, 0, 0","N0, N7, N90, M0P5","71.19772643100195,87.1675",0.4007022377318686,0.26209354798123197,2,339.8216875946649,49998,49616,0.04,0.0020511689939920015,58,261,True
"1, 1, 1, 0","N9, N20, N22, N51","82.98033675175559,91.0778367517556",0.20883413036577672,0.4113558304059967,1,316.2869630996348,49945,49619,0.04,0.0009545565153682799,11,90,True
"1, 0, 2, 2","N9, N54, M0P5, M0P6","76.83569879257513,87.1675",1.0,0.976563502773628,1,327.8413669256407,49950,49620,0.04,0.000989427796009195,7,9,True
"1, 0, 2, 0, 2, 2","N22, N33, N57, N74, M0P5, M0P6","79.07,87.1675",1.0,0.9987458242170276,1,330.0583728603232,49620,49620,0.06,0.00099611873716852,2,2,True
"0, 0","N16, N84","0,42.02724348807771",1.0,0.8480887952581108,1,319.3129719339316,49951,49624,0.02,0.0009636890335727373,368,498,True
"1, 2, 1, 2","N55, N71, N81, M0P6","76.27000392788355,86.09210055900483",1.0,0.8098142654408638,1,302.49485845363415,49625,49625,0.04,0.0009129318362431596,1,3,True
"0, 1, 1, 2","N17, N55, N81, M0P6","76.27409704843437,86.09619367955565",1.0,0.8084953182515029,1,345.19752632057373,49920,49625,0.04,0.0010418088200951758,5,14,True
"0, 1, 0, 0","N7, N73, M0P5, M0P6","66.09168467398428,87.1675",1.0,0.9548474100153002,1,398.8480311678086,49971,49632,0.04,0.001203726461128622,25,30,True
"0, 0","N65, N66","0,50.1875",1.0,0.797995667069092,1,311.760284631593,49983,49639,0.02,0.0009408949645338705,629,795,True
"0, 0","N45, N61","0,23.409800325109963",1.0,0.88266469620075,1,292.16957107458944,49951,49639,0.02,0.0008817700386017811,505,798,True
"0, 0, 1, 1, 2","N0, N3, N8, N9, M0P6","76.54308002857317,87.1675",1.0,0.8018700745344445,1,314.6410556185249,49950,49646,0.05,0.0009495891537850207,4,9,True
"0, 0","N2, N8","0,50.1875",1.0,0.8463260740802062,1,291.96828489156024,49983,49648,0.02,0.000881162555335379,442,548,True
"0, 0, 0","N5, M0P5, M0P6","71.19772643100195,87.1675",0.9712634916387755,0.7371395091608841,1,356.11613248231515,49998,49656,0.03,0.0010747612584387925,53,120,True
0,N7,"0,50.1875",0.9949608609998283,0.7871502080582974,1,298.29510612654275,49983,49662,0.01,0.0009276416792127064,693,878,True
"0, 0, 0","N85, M0P5, M0P6","66.09168467398428,87.1675",1.0,0.8234949098701654,1,362.05445802086746,49998,49688,0.03,0.0010926831711147106,47,81,True
"1, 0, 0, 2","N3, N19, N61, N68","82.85047247875899,99.23630470057778",0.250174145016141,0.4531758761597133,1,307.5398538734651,49988,49700,0.04,0.000928157671670609,8,35,True
"0, 2, 0, 1, 0, 0","N19, N68, N70, N84, N95, M0P6","82.85047247875899,109.10946613932475",1.0,0.9991620034917175,1,330.17084956736954,49700,49700,0.06,0.0009964581927454624,2,2,True
"1, 0, 0, 2","N9, N65, N90, M0P5","71.28057153281134,87.1675",0.6457253623991274,0.5467340455295795,1,344.0242784012722,49945,49725,0.04,0.0010382679487467772,19,55,True
"0, 0, 0, 2, 1","N11, N51, N84, M0P5, M0P6","81.90180536330581,86.47639189065158",0.6028630993219988,0.7766256713981847,1,346.5539887229559,49760,49725,0.05,0.001045902634178933,8,19,True
"1, 1","N8, N20","79.07,87.1675",0.23034064394283615,0.3023537456309683,1,321.9857719088995,49988,49732,0.02,0.0009717555646917518,14,137,True
"0, 0, 0, 0","N4, N21, M0P5, M0P6","63.95139104944798,87.1675",1.0,0.8013447929539507,1,362.61228931366514,49971,49736,0.04,0.0010943667102963385,48,85,True
"0, 1","N54, N65","0,36.5625",1.0,0.8119419955114875,1,206.21164885560316,49926,49749,0.02,0.0006223483605865359,39,59,True
"0, 0","N11, N54","-3.8768620280050508,43.94578348559053",1.0,0.8086963486391536,1,301.8217025200475,49967,49749,0.02,0.0009409457984036457,415,570,True
"0, 2, 1","N84, M0P5, M0P6","81.90180536330581,86.47639189065158",0.7049320169495172,0.7587414066317343,1,352.94872062497404,49929,49750,0.03,0.0010652019848106625,12,40,True
"0, 2, 0, 0, 2, 1","N7, N25, N51, N84, M0P5, M0P6","70.8325,86.47639189065158",1.0,0.9953566580007256,1,358.77430507755736,49929,49750,0.06,0.001082783644011993,8,8,True
"0, 0, 1, 2","N2, N73, N96, M0P5","81.90180536330581,99.0",0.40561938462056857,0.6460986746742324,1,326.32068036494957,49988,49755,0.04,0.0009848383521379866,11,30,True
"0, 0, 0, 2, 0, 2","N4, N7, N11, N25, N84, M0P5","81.90180536330581,86.47639189065158",1.0,0.9618235678111801,1,345.290905998622,49760,49760,0.06,0.0010420906406900256,3,4,True
"0, 0, 0, 2, 1","N7, N11, N84, M0P5, M0P6","81.90180536330581,86.47639189065158",1.0,0.8370578630501108,1,357.2832906464532,49799,49760,0.05,0.0010782837508587293,7,18,True
"0, 0, 0, 0","N11, N21, M0P5, M0P6","66.09168467398428,87.1675",1.0,0.962375160160538,1,363.6386123663569,49971,49777,0.04,0.0010974641612542238,27,35,True
"0, 1, 2","N17, N81, M0P6","76.27409704843437,86.09619367955565",0.34435738227199497,0.44317774099588164,1,327.91201684516716,49920,49780,0.03,0.0009896410180159868,5,27,True
"0, 1","N33, N80","81.9938065536327,87.1675",0.4455686132573533,0.29298745627973155,1,285.808315391081,49934,49789,0.02,0.0008805351397281003,28,325,True
"0, 1, 2, 1","N0, N9, M0P5, M0P6","70.8325,86.47639189065158",1.0,0.8319115373041149,1,348.23311501274804,49945,49791,0.04,0.0010509702503852395,19,37,True
"0, 0, 0, 0, 0","N0, N5, N37, N95, M0P6","71.19772643100195,87.1675",0.34599745022829265,0.23063882947193956,1,316.68219596407187,49998,49798,0.05,0.0009970071544407602,42,216,True
"0, 1, 0, 1, 2","N2, N20, N73, N96, M0P5","74.70805475348311,91.8062493901773",1.0,0.8632468931600722,3,342.08477666984265,49988,49799,0.05,0.0030972435522956115,7,14,True
"1, 2","N9, M0P5","81.90180536330581,99.0",0.619899360859456,0.41555487079370845,1,322.1374698590199,49945,49804,0.02,0.0009722133902854354,21,75,True
"0, 0, 0, 0, 0, 1, 2","N5, N32, N54, N90, N95, N96, M0P5","79.07,85.95451690228161",0.38688177087231423,0.7348126029271936,1,330.8559606821932,49934,49804,0.07,0.00099852586342021,5,17,True
"2, 1","M0P5, M0P6","81.90180536330581,99.0",0.6525889964366384,0.5302951762159936,1,338.8560385069588,49965,49812,0.02,0.0010226701605364895,19,64,True
"0, 1, 0, 1, 2","N0, N20, N32, N96, M0P5","70.8325,86.47639189065158",1.0,0.8750733356950877,1,348.5256909490919,49988,49812,0.05,0.0010518532468373855,5,10,True
"0, 0, 0, 0, 0, 0","N11, N21, N86, N89, M0P5, M0P6","66.09168467398428,87.1675",1.0,0.9693736398166806,1,377.31776631375664,49971,49821,0.06,0.0011387479542922024,19,22,True
0,N84,"0,42.02724348807771",1.0,0.849411998572296,1,307.8467759461272,49951,49831,0.01,0.0009636754464978708,329,456,True
"0, 0, 0, 0, 0","N11, N27, N86, M0P5, M0P6","71.19772643100195,87.1675",1.0,0.9114079176593757,1,392.2357370583442,49998,49832,0.05,0.0011837705060621711,25,36,True
"0, 0, 1","N16, N28, M0P5","-9.410708348576055,63.1175",0.9939732218500221,0.7851061531319605,1,316.43716395821616,49983,49848,0.03,0.0009550098227280511,283,321,True
"0, 0, 0, 0, 0","N21, N44, N95, M0P5, M0P6","63.95139104944798,87.1675",1.0,0.9107167799331706,1,383.61912808751134,49924,49849,0.05,0.0011577655131504074,24,34,True
0,N66,"0,36.5625",1.0,0.8593451536843386,1,294.5748898865045,49983,49867,0.01,0.0008890293094896808,481,679,True
0,N51,"0.9024999999999999,42.88652033416547",1.0,0.8315209999944818,1,301.2881108815638,49983,49867,0.01,0.000938932818758243,598,818,True
0,N95,"0.9024999999999999,18.395",1.0,0.8706499372425831,1,301.3587902907823,49983,49892,0.01,0.0009391994575168828,435,750,True
"0, 0, 0, 0, 0","N5, N21, N95, M0P5, M0P6","71.19772643100195,87.1675",1.0,0.834765741673522,1,385.4242930999641,49944,49914,0.05,0.0011632135152022933,26,49,True
"0, 1, 0, 0","N0, N16, N21, M0P6","66.09168467398428,87.1675",0.23795854961910748,0.3871841270521906,1,312.0951707856918,49924,49924,0.04,0.0009797025573461207,6,23,True
"1, 0, 0, 2","N9, N65, N84, M0P5","71.28057153281134,87.1675",0.7250124385353646,0.7817862495614913,1,351.82947138384236,49929,49929,0.04,0.0010618240818930937,11,30,True
"0, 2","N65, N86","0,25.902822694684037",1.0,0.9588334314931565,1,332.772345044452,49934,49934,0.02,0.0010043095263351047,5,7,True
"1, 0, 0, 0","N6, N95, M0P5, M0P6","66.09168467398428,87.1675",1.0,0.871140006594614,1,380.6607723618407,49944,49944,0.04,0.0011488371725541294,17,29,True
"1, 0, 1, 1, 0, 2","N9, N16, N20, N22, N51, M0P5","79.07,87.1675",1.0,0.9853125164436224,1,342.05604060742536,49945,49945,0.06,0.0010323277917719264,6,8,True
"0, 0, 1, 1, 1","N0, N3, N8, N9, N21","76.54308002857317,87.1675",1.0,0.8022578126278707,1,314.6410556185249,49950,49950,0.05,0.0009495891537850207,3,8,True
"0, 0","N4, N90","-7.63951760069841,25.902822694684037",1.0,0.8776800132825078,1,307.2055532455179,49983,49951,0.02,0.0009612564276238781,434,679,True
"0, 2","N65, N78","0,42.88652033416547",1.0,0.8084155628259015,1,314.54753728108597,49967,49967,0.02,0.0009493069147150511,155,207,True
0,N62,"0,35.41681385414907",1.0,0.8630927042155282,1,301.74393662805653,49983,49983,0.01,0.0009406524258198302,542,787,True
2,M0P5,"81.90180536330581,99.0",0.41391761007764777,0.31747137129012326,1,327.9136760452424,49988,49988,0.01,0.0009896460254947227,26,127,True
"0, 1, 0, 2","N2, N20, N73, M0P5","74.70805475348311,91.8062493901773",0.2627775966286549,0.4745282841687521,1,342.08477666984265,49988,49988,0.04,0.0010324145174318703,6,26,True
"0, 0, 0","N95, M0P5, M0P6","66.09168467398428,87.1675",1.0,0.8025460251511408,1,381.8466654476423,49998,49998,0.03,0.0011524162071134055,36,64,True
